NUM,LINEA,MAQUINA,COMPONENTE,CONDICION_FALLA,ACCION_INMEDIATA,MAQUINA_1,CAUSA,Minutos_TM,FECHA,SEMANA,RESPONSABLE,TURNO,Aplica
10223,L1_DL,SHOT PEENER,Turbina 2,Falla shot peener motor 2 dañado,Se desarma turbina #2 por ruido anormal. Queda pendiente cambiar turbina #2 para segundo turno.,DL SHOT PEENER,Desgaste por peener,56,25/09/2018,39,FA,1 Primero,SI
10224,L1_DL,DRAWING,Tambor,Se pule tambor para correr diametro 19mm,Se realiza pulida a tambor.,DL DRAWING,Rayas en tambor,17,25/09/2018,39,FA,1 Primero,SI
10225,L1_DL,SHOT PEENER,Turbina 2,Motor con excesivo ruido,Se reemplaza turbina,DL SHOT PEENER,rodamiento,300,25/09/2018,39,JAM,2 Segundo,SI
10226,L2_CS,LASER MARKING UNIT,Laser,EStop en Laser,Se detecta fuente de voltaje que no envia 220v a un modulo,CS2 LASER MARKING UNIT,FUente de Voltaje,60,25/09/2018,39,JAM,2 Segundo,SI
10227,L2_CS,COLDSET,Localizadores,Flecha quebrada ,Se desmonta y se reemplaa flecha,CS2 COLDSET,fatiga,101,25/09/2018,39,JAM,2 Segundo,SI
10228,L1_CS,SHOT PEENER,Conveyor Salida,Charola dañada,Se cambia charola y soporte,CS1 SHOT PEENER,colision,12,25/09/2018,39,JAM,2 Segundo,SI
10229,L1_CS,SHOT PEENER,Resortes Atorados,Se atora resorte en conveyor salida,Se corta resorte,CS1 SHOT PEENER,Desconocida.,15,25/09/2018,39,JAM,2 Segundo,SI
10230,L2_CS,COILING FMB46,Resbaladilla,Resbaladilla floja,Se ajusta resbaladilla,CS2 COILING FMB46,Desgaste,11,26/09/2018,39,DC,3 Tercero,SI
10231,L2_CS,ROBOT 6,Sensores,Falla cable de sensor de colisión,Se cambia cable y sensor,CS2 ROBOT 6,Cable dañado,40,26/09/2018,39,DC,3 Tercero,SI
10232,L2_CS,COLDSET,Conveyor,Falla leva,Se ajusta leva,CS2 COLDSET,Leva muy arriba,10,26/09/2018,39,DC,3 Tercero,SI
10233,L2_CS,LASER MARKING UNIT,Paro de emergencia,Se activa paro de emergencia,Se reinicia falla de paro,CS2 LASER MARKING UNIT,Revisión de laser,10,26/09/2018,39,DC,3 Tercero,SI
10234,L2_CS,ROBOT 3,Gripper,Se cae gripper de robot ,"Se sacan tornillos capados, se machueleo y se coloca tornillos nuevos.",CS2 ROBOT 3,Demasiada carga en gripper,10,26/09/2018,39,FA,1 Primero,SI
10235,L2_CS,SHOT PEENER,Sin Fin Transversal,Falla tornillo sin fin,Se saca dedo atorado en tornillo sin fin. Se revisa cadena y se coloca dedo faltante.,CS2 SHOT PEENER,Dedo atorado,34,26/09/2018,39,FA,1 Primero,SI
10236,L1_ITW,BENDING ROLLERS,,Se frena rodillo en drive zona 2 y se frena rodillo #2 en prebending,"Se coloca flecha, baleros y cople nuevo.  ",ITW1 BENDING ROLLERS,Cople dañado y falta de lubricacion,309,26/09/2018,39,FA,1 Primero,SI
10237,L2_CS,ROBOT 2,Cabezal,Se daña cabezal,Se abre para reemplazar oring,CS2 ROBOT 2,colision,40,26/09/2018,39,JAM,2 Segundo,SI
10238,L2_CS,STRESS RELIEF OVEN,Quemadores Zona 1,Tubos Caidos,"Se detectan tubos caidos y se reemplazan,",CS2 STRESS RELIEF OVEN,colision,120,26/09/2018,39,JAM,2 Segundo,SI
10239,L2_CS,COLDSET,Localizadores,Motor Localizador 2 no gira,Se desmonta y se cambia motor,CS2 COLDSET,sobre esfuerzo,48,26/09/2018,39,JAM,2 Segundo,SI
10240,L1_CS,SHOT PEENER,PLC,Tension de Control apagada,Se restablece tension y arranca,CS1 SHOT PEENER,desconocida,6,26/09/2018,39,JAM,2 Segundo,SI
10241,L1_CS,ROBOT 5,Colision,Colisiona robot 5,Se cambia cremallera,CS1 ROBOT 5,resorte mal acomodado,16,26/09/2018,39,JAM,2 Segundo,SI
10242,L2_CS,COLDSET,Conveyor,Falla en posición de leva,Se ajusta leva,CS2 COLDSET,Leva muy arriba,10,27/09/2018,39,DC,3 Tercero,SI
10243,L1_CS,ROBOT 3,Colision,Colisiona robot,Se libera resorte,CS1 ROBOT 3,Resorte mal posicionado,7,27/09/2018,39,DC,3 Tercero,SI
10244,L1_CS,SHOT PEENER,Cadena de Arrastre,Resorte atorado,Se libera resorte,CS1 SHOT PEENER,Se voltea resorte,7,27/09/2018,39,DC,3 Tercero,SI
10245,L2_CS,STRESS RELIEF OVEN,Quemadores Zona 2,Se cae tubo de quemador,"Se retira tubo, se instala tubo nuevo, se cambia O-ring de robot 2, se reparan charolas dañadas y se retiran resortes atorados",CS2 STRESS RELIEF OVEN,Colisión de otro tubo anterior,123,27/09/2018,39,DC,3 Tercero,SI
10246,L2_CS,STRESS RELIEF OVEN,Conveyor,Se cae travesaño en salida de horno,Se reacomoda travesaño,CS2 STRESS RELIEF OVEN,Mal acomodo,10,27/09/2018,39,DC,3 Tercero,SI
10247,LT1,LOAD TEST,Elevadores,Altura de elevador,Se colocan tornillos faltantes en piston y neopreno,LT1 LOAD TEST,Se cae neopreno,28,27/09/2018,39,DC,3 Tercero,SI
10248,LT2,LOAD TEST,Conveyor,Falla leva,Se ajusta sensor y 4 tornillos levas,LT2 LOAD TEST,sensor mal acomodado,20,27/09/2018,39,DC,3 Tercero,SI
10249,LT2,LOAD TEST,Conveyor,Rodillos dañados,Se realiza cambio de 9 rodillos dañados,LT2 LOAD TEST,Desgaste y colisiones,43,27/09/2018,39,DC,3 Tercero,NO
10250,L2_CS,STRESS RELIEF OVEN,Control/PLC,Se apaga horno,Se reinicia señales de horno,CS2 STRESS RELIEF OVEN,Se apaga horno,30,27/09/2018,39,JC,1 Primero,SI
10251,L1_PINTURA,RECUPERADOR,Recuperador,Recuperador de polvo tiene ruidos y vibra ,Se remplazan fusibles y se destapa motor para revision.,L1_PINTURA RECUPERADOR,Desconocida.,60,27/09/2018,39,JC,1 Primero,NO
10252,L1_CS,SHOT PEENER,Resortes Atorados,Se atoran resorts,Se colocan dedos y se libera maquina en varias ocasiones,CS1 SHOT PEENER,forma de resorte,78,27/09/2018,39,JAM,2 Segundo,SI
10253,L1_CS,ROBOT 5,Gripper,Se cae gripper,Se reinstala tenaza,CS1 ROBOT 5,colision,8,27/09/2018,39,JAM,2 Segundo,SI
10254,L2_CS,COLDSET,Conveyor,Falla de leva,Se baja leva,CS2 COLDSET,Leva mal ajustada,10,28/09/2018,39,DC,3 Tercero,SI
10255,L1_CS,ROBOT 5,Colision,Colisiona robot,Se retira resorte ,CS1 ROBOT 5,Resorte mal posicionado,8,28/09/2018,39,DC,3 Tercero,SI
10256,L1_CS,ROBOT 3,Colision,Colisiona robot,Se restablece colisión,CS1 ROBOT 3,Resorte mal posicionado,7,28/09/2018,39,DC,3 Tercero,SI
10257,L1_CS,SHOT PEENER,Resortes Atorados,Se atora resorte,Se retira resorte,CS1 SHOT PEENER,Se atora con dedo,17,28/09/2018,39,DC,3 Tercero,SI
10258,L1_CS,ROBOT 3,Gripper,Tornillos de gripper capados,Se cambia cremallera por tener tornillos capados.,CS1 ROBOT 3,Tornillos cpados,30,28/09/2018,39,FA,1 Primero,SI
10259,L2_ITW,TEMPERING,,Falla de generator tempering,Cedazo sucio crea falla en tempering,ITW2 TEMPERING,Cedazo,29,28/09/2018,39,FA,1 Primero,SI
10260,L2_CS,COILING FMB01,Eje W,Variacion de forma,Se revisa funcionamiento de formas y se encuentra que perno guia de formas esta quebrado. Se verifica estado y se logra acomodar. Se queda pendiente cambio debido a estado critico de material.,CS2 COILING FMB01,Perno guia quebrado,40,28/09/2018,39,FA,1 Primero,SI
10261,L2_CS,COILING FMB01,Drives,Falla de sercos eje v,Se reestablece falla de sercos en 2 ocasiones y se reestablece drive,CS2 COILING FMB01,Sercos,15,28/09/2018,39,FA,1 Primero,SI
10262,L1_CS,COLDSET,Eje Preset,Falla eje preset 1,"Se referencia eje de nuevo, se acomoda sensor",CS1 COLDSET,Se pierde va muy atras,22,29/09/2018,39,DC,3 Tercero,SI
10263,L1_CS,SHOT PEENER,Conveyor Salida,Falla posición conveyor de salida,"Se ajusta leva, se cambia sensor y se ajustan tuercas",CS1 SHOT PEENER,Desgaste ,42,29/09/2018,39,DC,3 Tercero,SI
10264,L1_CS,SHOT PEENER,Conveyor Salida,Falla posición de leva,Se ajusta leva,CS1 SHOT PEENER,Leva dañada,14,29/09/2018,39,DC,3 Tercero,SI
10265,L1_CS,ROBOT 5,Gripper,Se cae gripper,Se instala gripper con tornillería nueva,CS1 ROBOT 5,Desgaste en tornillería,10,29/09/2018,39,DC,3 Tercero,SI
10266,L1_DL,DRAWING,Tambor,Pulida de tambor para diametro 19mm,Se realiza pulida de tambor,DL DRAWING,Rayas en alambre,38,30/09/2018,39,FA,3 Tercero,SI
10268,L2_CS,STRESS RELIEF OVEN,Charolas,Cadena atorada,Se reemplaza 2 charolas dañadas,CS2 STRESS RELIEF OVEN,charolas dañadas,54,30/09/2018,39,JAM,1 Primero,SI
10269,L1_DL,SHOT PEENER,Elevador de Cangilones,Falla elevador de cangilones,Se libera banda,DL SHOT PEENER,obstruccion,45,30/09/2018,39,JAM,1 Primero,SI
10270,L2_CS,COOLING TANK,Sensor,"Sensor sucio, temperatura de agua muy elevada",Se rellena tina de agua,CS2 COOLING TANK,Vapor del agua,12,01/10/2018,40,DC,3 Tercero,SI
10271,L2_CS,COLDSET,Conveyor,Falla posición de leva,Se ajusta leva ,CS2 COLDSET,Leva muy arriba,10,01/10/2018,40,DC,3 Tercero,SI
10272,L2_CS,ROBOT 2,Gripper,Falla gripper,Se recorre gripper para mejor agarre,CS2 ROBOT 2,Gripper mal puesto,20,01/10/2018,40,DC,3 Tercero,NO
10273,L2_CS,COLDSET,Conveyor,Falla conveyor ,Se ajusta leva,CS2 COLDSET,Sensor no detecta leva,10,01/10/2018,40,DC,3 Tercero,SI
10274,L2_CS,COLDSET,Posicionador,Falla paleta posicionadora,Se ajusta paleta,CS2 COLDSET,Tuerca dañada,14,01/10/2018,40,DC,3 Tercero,SI
10275,L1_CS,HOT SET,Conveyor,Rodillo dañado,"Se desatora resorte, se endereza soporte de rodillo, se cambian 2 tornillos leva, se calibra presión de aire",CS1 HOT SET,Resorte atorado,22,01/10/2018,40,DC,3 Tercero,SI
10276,L1_CS,COILING FMB12,Paro de emergencia,Se cae paro de emergencia,Se coloca soporte de nuevo,CS1 COILING FMB12,Daño en soporte,13,01/10/2018,40,DC,3 Tercero,NO
10277,L2_CS,COLDSET,Conveyor,Falla conveyor,Se ajusta leva,CS2 COLDSET,Leva fuera de posición,25,01/10/2018,40,DC,3 Tercero,SI
10278,L2_CS,COLDSET,Conveyor,Sensor Leva,"Se ajusta altura de levas, 2 vueltas al conveyor para verificar mas levas que golpeen el sensor",CS2 COLDSET,Tornillo,50,01/10/2018,40,JAM,2 Segundo,SI
10279,L2_CS,COLDSET,Contrasoporte,placa contrasoporte floja,Se aprieta placa y se nivela,CS2 COLDSET,tornillo flojo,12,01/10/2018,40,JAM,2 Segundo,SI
10280,L1_DL,DECOILER,Control Manual,no avanza control,Se encontro cable con falso y se aprieta,DL DECOILER,FALSO,21,01/10/2018,40,JAM,2 Segundo,SI
10281,L1_CS,HOT SET,Conveyor,Rodillos dañados,Se cambian 4 rodillos,CS1 HOT SET,colisiones o resortes atorados,23,01/10/2018,40,JAM,2 Segundo,SI
10282,FACILITIES,EQUIPOS,GRUA TREFILADO,Se solicita cambiar control de Grúa,Se realiza cambio de control,FAC EQUIPOS,Control muy dañado,99,02/10/2018,40,DC,3 Tercero,SI
10283,L1_DL,DRAWING,Tambor,Se solicita pulir tambor para correr diametro de 18 mm,Se pule tambor,DL DRAWING,Prevención,20,02/10/2018,40,DC,3 Tercero,NO
10284,LT1,LOAD TEST,Pinza Transporte,Falla pinza,Se cambia pistón,LT1 LOAD TEST,Pistón dañado,40,02/10/2018,40,DC,3 Tercero,SI
10285,L2_CS,COLDSET,AS-i,Error de Periferia,Se revisa la red completa en busca de falsos,CS2 COLDSET,Cables en falso,16,02/10/2018,40,JAM,2 Segundo,SI
10286,L2_CS,ROBOT 5,Cableado,Cable dañado,Se reemplaza cable principal,CS2 ROBOT 5,rozamiento,45,02/10/2018,40,JAM,2 Segundo,SI
10287,L1_DL,DECOILER,Control de Arrastre,No funciona botonera,Se recorre cableado por lineas abiertas,DL DECOILER,falso contacto,15,02/10/2018,40,JAM,2 Segundo,SI
10288,L2_CS,ROBOT 3,Tornillos De Gripper,tornillos capados,Se reemplazan tornillos,CS2 ROBOT 3,colision,13,02/10/2018,40,JAM,2 Segundo,SI
10289,L1_CS,ROBOT 3,Tornillos De Gripper,tornillos de gripper,se reinstalan tornillos,CS1 ROBOT 3,colision,8,02/10/2018,40,JAM,2 Segundo,SI
10290,L1_CS,COLDSET,Conveyor,Se desfasa conveyor constantemente,"se le da tensión a la cadena, se revisa acoplamiento",CS1 COLDSET,tension cadena,40,02/10/2018,40,JAM,2 Segundo,SI
10291,L2_CS,COLDSET,Control/PLC,Falla red AS-i,"Se revisan puertas, sensores, conectores y dispositivos dentro de la red",CS2 COLDSET,Esclavo perdiendo paquetes,40,03/10/2018,40,DC,3 Tercero,SI
10292,L2_CS,COLDSET,Control/PLC,Falla red AS-i,"Se rastrea falla hasta esclavo 20, se aprieta cable y se conecta nuevamente",CS2 COLDSET,Esclavo perdiendo paquetes,22,03/10/2018,40,DC,3 Tercero,SI
10293,L1_CS,COILING FMB12,Cortador,Se capa tornillo de brazo de cortador de FMB,Se retira tornillo capado y se instala tornillería nueva,CS1 COILING FMB12,Sobre esfuerzo,28,03/10/2018,40,DC,3 Tercero,SI
10294,L2_CS,ROBOT 2,Cabezal,Se daña O-ring por colisión,Se cambia O-ring,CS2 ROBOT 2,Colisión,110,03/10/2018,40,DC,3 Tercero,SI
10295,L3_ITW,HARDENING,Generador,Para línea antes de arrancar por falla de profibus,"Se realiza cambio de 4 vidrios de serpentinas, se limpian cedazos, se resetean paneles principales y se sopletea agua derramada en hardening",ITW3 HARDENING,Problema en gabinete,55,03/10/2018,40,DC,3 Tercero,SI
10296,L1_DL,DRAWING,Tambor,Se solicita pulir tambor para correr ,Se pule tambor,DL DRAWING,Prevención,10,03/10/2018,40,DC,3 Tercero,SI
10297,L1_CS,SHOT PEENER,Conveyor Salida,Charola dañada en conveyor de salida,Se realiza cambio de charola en conveyor de salida,CS1 SHOT PEENER,Colisión,35,03/10/2018,40,DC,3 Tercero,SI
10298,L1_CS,SHOT PEENER,Resortes Atorados,Se atoran resortes,Se libera resorte,CS1 SHOT PEENER,Giro del resorte,11,03/10/2018,40,DC,3 Tercero,SI
10299,L1_CS,SHOT PEENER,Resortes Atorados,Se atora resorte,Se libera resorte,CS1 SHOT PEENER,Resorte se levanta,15,03/10/2018,40,DC,3 Tercero,SI
10300,L1_CS,SHOT PEENER,Rodillos,Rodillos dañados,"Se liberan rodillos,",CS1 SHOT PEENER,daño en soporte,240,03/10/2018,40,JAM,3 Tercero,SI
10301,L2_CS,COILING FMB01,Eje V,Se va a falla F8022 el drive del eje V,"Se cambian cables, servomotores y transmisión entre el servo y el sin fin del eje V.",CS2 COILING FMB01,"Transmisión dañado, velocidad de corte?",540,03/10/2018,40,JC,1 Primero,SI
10302,L1_CS,SHOT PEENER,Rodillos,Se atora rodillo,"Se retiran las guardas, se relizan maniobras para mover rodillos y acceder al rodamiento. Se reemplaza rodamiento y se vuelve a armar.",CS1 SHOT PEENER,Entra granalla al rodamiento,420,03/10/2018,40,JC,1 Primero,SI
10303,L2_ITW,GWK CHILLER,Tuberia,tuberia con fuga,"Se repara tuberia, retraso de arranque por prioridad en CS",ITW2 GWK CHILLER,desgaste,270,04/10/2018,40,JAM,3 Tercero,SI
10304,L2_CS,COILING FMB46,Resbaladilla,bisagra floja,se coloca tornillo a bisagra por mucho movimiento,CS2 COILING FMB46,desgaste,16,04/10/2018,40,JAM,3 Tercero,SI
10305,L1_CS,SHOT PEENER,Conveyor Salida,Charola dañada,se colocan tornillos de charolas,CS1 SHOT PEENER,tornillos flojos,16,04/10/2018,40,JAM,3 Tercero,SI
10306,L1_CS,SHOT PEENER,Dedo De Descarga,salida de shot peener sin tornillos provoca resortes atorados,Se colocan tornillos ,CS1 SHOT PEENER,tornillos no colocados,15,04/10/2018,40,JAM,3 Tercero,SI
10307,L1_CS,SHOT PEENER,Dedo De Carga,no frena dedo de carga,Se cambia cableado de sensores en dedos,CS1 SHOT PEENER,sensores,80,04/10/2018,40,JAM,3 Tercero,SI
10308,L2_CS,ROBOT 3,Colision,Colisiona robot,Se coloca cremallera nueva,CS2 ROBOT 3,resorte mal acomodado,40,04/10/2018,40,JAM,3 Tercero,SI
10309,L2_CS,COLDSET,Conveyor,Leva no en posición,"El recubrimiento del balero de los rodillos no permite que baje totalmente el rodillo, se quita recubrimiento",CS2 COLDSET,Recubrimiento de balero,21,04/10/2018,40,DC,3 Tercero,SI
10310,L2_CS,COLDSET,Conveyor,Falla de leva,Se retira recubrimiento,CS2 COLDSET,Recubrimiento de rodillo,14,04/10/2018,40,DC,3 Tercero,SI
10311,L2_CS,COLDSET,Conveyor,Falla de leva,Se baja leva,CS2 COLDSET,Recubrimiento de rodillo,12,04/10/2018,40,DC,3 Tercero,SI
10312,L2_CS,COILING FMB01,v,"falla de eje v, sercos","se apaga hidraulico, se resetean drives, se reduce porcentaje de velocidad de corte de 100% a 85%",CS2 COILING FMB01,eje V sercos,19,04/10/2018,40,AIM,1 Primero,SI
10313,L1_CS,SHOT PEENER,Conveyor Salida,resortes atorados en salida de shot peen en varias ocaciones,se monitorea el resorte en el tunel,CS1 SHOT PEENER,se atoran en la salida,26,04/10/2018,40,AIM,1 Primero,SI
10314,L1_CS,SHOT PEENER,Conveyor Salida,resortes atorados,se ajusta conveyor de salida,CS1 SHOT PEENER,resortes atorados,50,04/10/2018,40,AIM,1 Primero,SI
10315,L1_DL,DRAWING,Tambor,pulir tambor,se pule tambor para correr diametro diferente,DL DRAWING,correr diametro diferente,10,04/10/2018,40,AIM,1 Primero,NO
10316,L2_ITW,HARDENING,Generador,falla generador ,se revisa cedazos y gabinetes.,ITW2 HARDENING,Temperatura,77,04/10/2018,40,AIM,1 Primero,SI
10317,L2_CS,COILING FMB46,Pc,no responde PC,Se reinicia equipo,CS2 COILING FMB46,touch panel software,26,04/10/2018,40,JAM,2 Segundo,SI
10318,L1_CS,SHOT PEENER,Resortes Atorados,Resortes atorados en tunel de salida,Se liberan resortes en dos ocasiones,CS1 SHOT PEENER,mala posicion ,16,04/10/2018,40,JAM,2 Segundo,SI
10319,L2_ITW,HARDENING,Temperatura,Alta temperatura en transformador,Se limpian tuberias,ITW2 HARDENING,tuberia tapada,180,04/10/2018,40,JAM,2 Segundo,SI
10320,L1_ITW,GWK CHILLER,Chiller,Falla chiller,Se sopletean paneles de chiller,ITW1 GWK CHILLER,Error,37,05/10/2018,40,DC,3 Tercero,SI
10321,L2_CS,COLDSET,Control/PLC,Falla esclavo AS-i ,"Se resetea falla, se cambia cables de esclavos 20 y 23",CS2 COLDSET,Perdida de paquetes,20,05/10/2018,40,DC,3 Tercero,SI
10322,L2_CS,FINE PEENER,Cadena Arrastre,Falla en cadena de arrastre,Se revisa cadena sin encontrar nada atorado y se prueba en manual,CS2 FINE PEENER,Paro en cold set,10,05/10/2018,40,DC,3 Tercero,SI
10323,L2_CS,ROBOT 3,"Servo eje ""S""","Se quema servo eje ""S""",Se cambia servo y se rellena de grasa,CS2 ROBOT 3,No tenía grasa,125,05/10/2018,40,DC,3 Tercero,SI
10324,L2_ITW,HARDENING,Generador,Falla generador hardening,"Se vacía tanque de chiller y se limpia, se rellena de agua nueva todo el sistema",ITW2 HARDENING,Sarro,180,05/10/2018,40,DC,3 Tercero,SI
10325,L2_CS,COOLING TANK,Sensor,Falla en temperatura de tanque,Se limpia sensor y se rellena tanque,CS2 COOLING TANK,Sensor sucio,18,05/10/2018,40,DC,3 Tercero,SI
10326,L2_CS,COILING FMB01,Eje V,error de sercos eje v ,se reinicia drive y se revisan conexiones electricas,CS2 COILING FMB01,drive,15,05/10/2018,40,AIM,1 Primero,SI
10327,L1_CS,FINE PEENER,Travesaño,travesaño dañado en fine peen,se deja para segundo turno,CS1 FINE PEENER,mucho uso,52,05/10/2018,40,AIM,1 Primero,SI
10328,L2_ITW,HARDENING,temperatura,falla de temperatura,se quita tuberia y se purga mangueras,ITW2 HARDENING,mangueras tapadas,480,05/10/2018,40,AIM,1 Primero,SI
10329,LT1,LOAD TEST,Pinza Transporte,se daña piston,se repara piston y base,LT1 LOAD TEST,daño de piston,120,05/10/2018,40,AIM,1 Primero,SI
10330,LT2,LOAD TEST,Pinza Transporte,Falla pinza transporte,Se instalan tornillos,LT2 LOAD TEST,Se capan tornillos,13,06/10/2018,40,DC,3 Tercero,SI
10331,L2_CS,COLDSET,Control/PLC,Error de AS-i,Se resetea falla,CS2 COLDSET,Cable dañado,10,06/10/2018,40,DC,3 Tercero,SI
10332,L2_CS,COLDSET,Control/PLC,Falla de AS-i,Se cambia cable,CS2 COLDSET,Cable dañado,22,06/10/2018,40,DC,3 Tercero,SI
10333,L2_CS,COILING FMB01,Hidráulico,Falla máquina,Se reinicia máquina,CS2 COILING FMB01,Error de sercos,25,06/10/2018,40,DC,3 Tercero,SI
10334,LT1,LOAD TEST,Pinza Transporte,Falla pinza,Se cambia sensor 2 cables y un conector,LT1 LOAD TEST,Sensor,120,06/10/2018,40,DC,3 Tercero,SI
10335,L2_CS,COLDSET,Control/PLC,Red AS-i Falla,Se reemplaza esclavo 23 y se revisa boton de modo manual.,CS2 COLDSET,Esclavo,26,08/10/2018,41,JAM,3 Tercero,SI
10336,L2_CS,ROBOT 2,Gripper,tornillos capados,Se cambia cremallera.,CS2 ROBOT 2,colision,24,08/10/2018,41,JAM,3 Tercero,SI
10337,L2_CS,COLDSET,Conveyor,Leva,Se baja 2 hilos leva,CS2 COLDSET,Leva muy arriba,8,08/10/2018,41,JAM,3 Tercero,SI
10338,L1_ITW,GWK CHILLER,Bomba,chiller marca bomba vaporizador,Se limpia radiador y se sopletea polvo de gabinete,ITW1 GWK CHILLER,contaminación en radiador,70,08/10/2018,41,JAM,3 Tercero,SI
10339,L1_CS,COLDSET,Elevadores,Elevador tiempo de marcha,se reemplaza sensor dañado,CS1 COLDSET,Sensor,18,08/10/2018,41,JAM,3 Tercero,SI
10340,L1_CS,STRESS RELIEF OVEN,Quemadores Zona 4,Baja temperatura,se revisan bandas y se restablecen quemadores,CS1 STRESS RELIEF OVEN,quemador en falla,15,08/10/2018,41,JAM,3 Tercero,SI
10341,L1_CS,ROBOT 1,Gripper,No abre gripper,"Se aprietan tornillos y se libera gripper atorados, se coloca manguera que se sale",CS1 ROBOT 1,engrane,15,08/10/2018,41,JAM,3 Tercero,SI
10342,L2_CS,COILING FMB01,Hidráulico,"Falla eje ""V""",Se resetea drive,CS2 COILING FMB01,Error de comunicación,7,08/10/2018,41,DC,2 Segundo,SI
10343,L2_CS,COLDSET,Conveyor,Leva no en posición,Se ajusta leva,CS2 COLDSET,Leva arriba,10,08/10/2018,41,DC,2 Segundo,SI
10344,L1_CS,COILING FMB12,Cortador,Se aflojan tornillos de brazo de cortador,"Se sacan tornillos capados 2 pz, se ponen 3 tornillos nuevos",CS1 COILING FMB12,Desgaste de tornillería,20,08/10/2018,41,DC,2 Segundo,SI
10345,L2_CS,COILING FMB01,Hidráulico,Se apaga hidráulico,Se resetea drive,CS2 COILING FMB01,Eje v,8,08/10/2018,41,DC,2 Segundo,SI
10346,L1_CS,FINE PEENER,Cadena Arrastre,Se daña eslabon de cadena,Se comienza cambio de eslabon en cadena,CS1 FINE PEENER,Desgaste,104,08/10/2018,41,DC,2 Segundo,SI
10347,L2_CS,COILING FMB01,Hidráulico,Falla eje V,Se resetea drive y se aprietan conectores flojos de servo en eje V,CS2 COILING FMB01,Drive,15,08/10/2018,41,DC,2 Segundo,SI
10348,L2_CS,STRESS RELIEF OVEN,Herramienta/Equipos,Guarda floja entrada horno,Se ajusta guarda y se coloca,CS2 STRESS RELIEF OVEN,MP no completo,20,09/10/2018,41,JAM,3 Tercero,SI
10349,L1_CS,FINE PEENER,Cadena Arrastre,Travesaño dañado,"Se cambia eslabón,",CS1 FINE PEENER,fatiga eslabón,60,09/10/2018,41,JAM,3 Tercero,SI
10350,L1_CS,SHOT PEENER,Control/PLC,Touch Panel pierde comunicación,Se reinicia touch panel,CS1 SHOT PEENER,trafico de red,30,09/10/2018,41,JAM,3 Tercero,SI
10351,L1_DL,SHOT PEENER,Fuga Granalla,fuga de granalla,Se inspecciona la maquina completa en busqueda de fugas.,DL SHOT PEENER,desgaste,28,09/10/2018,41,JAM,3 Tercero,SI
10352,L1_ITW,DRIVE ROLLERS 3,Flecha ,Flecha con ruido y vibración,Se ajusta presión de rodillos,ITW1 DRIVE ROLLERS 3,daño interno,7,09/10/2018,41,JAM,3 Tercero,SI
10353,L1_CS,COOLING TANK,Alta Temperatura,alta temperatura de agua,Se drena tanque y se sacan resortes ,CS1 COOLING TANK,recirculación,15,09/10/2018,41,JAM,3 Tercero,SI
10354,L1_ITW,DRIVE ROLLERS 3,Flecha,"Ruido excesivo y vibración de rodillo, alambre se frena",Se lubrica y se cambia tapa con tornillos fuera de especificación,ITW1 DRIVE ROLLERS 3,flecha con daño en rodamientos,73,09/10/2018,41,JAM,3 Tercero,SI
10355,FACILITIES,SERVICIOS,COMPRESORES,Agua en lineas neumaticas,"Se purgan compresores, salen 400 litros aprox,",FAC SERVICIOS,condensación excesiva,10,09/10/2018,41,JAM,3 Tercero,SI
10356,L2_CS,ROBOT 3,Gripper,se cae gripper,se cambian tornillos capados,CS2 ROBOT 3,daño de gripper,13,09/10/2018,41,AIM,1 Primero,SI
10357,L1_CS,COILING FMB12,Guardas de Protección,guarda caida,se cambia chumacera,CS1 COILING FMB12,daño de chumacera,85,09/10/2018,41,AIM,1 Primero,NO
10358,L3_ITW,HARDENING,pulidores,no hay corriente en L3 para pulidores,se reestablece pastillla,ITW3 HARDENING,pastilla abajo,6,09/10/2018,41,AIM,1 Primero,SI
10359,L1_ITW,DRIVE ROLLERS 3,enderezadora,no funciona enderezador de alambre,se cambia clavija por hacer corto,ITW1 DRIVE ROLLERS 3,corto,18,09/10/2018,41,AIM,1 Primero,SI
10360,L2_CS,ROBOT 2,Sensores,falla de pinzas,se utiliza RN y material de limpieza de sensores,CS2 ROBOT 2,grasa en el cabezal,11,09/10/2018,41,AIM,1 Primero,SI
10361,L2_CS,COOLING TANK,Nivel,nivel bajo,Se limpia sensor y se rellena nivel,CS2 COOLING TANK,sensor,8,10/10/2018,41,JAM,3 Tercero,SI
10362,L2_CS,COLDSET,Conveyor,Leva,Se ajusta sensor y se aprieta base,CS2 COLDSET,altura de sensor,7,10/10/2018,41,JAM,3 Tercero,SI
10363,L1_CS,HOT SET,Conveyor,Base de rodillos dañada,"se endereza base, y se retiran tornillos dañados",CS1 HOT SET,colision,10,10/10/2018,41,JAM,3 Tercero,SI
10364,L1_CS,ROBOT 3,Tornillos De Gripper,Se capan tornillos de gripper,Se sacan tornillos y se instala tornillería nueva,CS1 ROBOT 3,Desgaste,25,10/10/2018,41,DC,2 Segundo,SI
10365,L1_CS,STRESS RELIEF OVEN,Charolas,Charola dañada,Se endereza charola,CS1 STRESS RELIEF OVEN,Colisión,13,10/10/2018,41,DC,2 Segundo,SI
10366,L1_CS,HOT SET,Conveyor,Rodillo dañado,Se retira resorte y se acomoda resorte junto con base,CS1 HOT SET,Resorte atorado,45,10/10/2018,41,DC,2 Segundo,SI
